《阿凡达》 二十世纪福克斯 $2,782.2
《泰坦尼克号》 派拉蒙 $1,843.2
《指环王3：王者归来》 新线 $1,119.1
《加勒比海盗2：亡灵宝藏》 迪士尼 $1,066.2
《玩具总动员3》 迪士尼 $1,063.2
《爱丽丝漫游仙境》 迪士尼 $1,024.3
《蝙蝠侠前传2：黑暗骑士》 华纳兄弟 $1,001.9
《哈利波特与魔法石》 华纳兄弟 $974.7
《加勒比海盗3：世界的尽头》 迪士尼 $961.0
《哈利波特与死亡圣器(上)》 华纳兄弟 $952.0
